patch_id,num_cells,mean_cell_area,cell_density,cell_types
_x_8784_y_10930.jpg,19,773.2105263157895,0.0002899169921875,{'generic_cell': 19}
_x_30532_y_12532.jpg,11,1291.090909090909,0.0001678466796875,{'generic_cell': 11}
_x_6736_y_9650.jpg,8,525.25,0.0001220703125,{'generic_cell': 8}
_x_7760_y_5042.jpg,18,1000.4444444444445,0.000274658203125,{'generic_cell': 18}
_x_26948_y_11508.jpg,24,694.3333333333334,0.0003662109375,{'generic_cell': 24}
_x_7248_y_9650.jpg,10,943.2,0.000152587890625,{'generic_cell': 10}
_x_21572_y_9204.jpg,3,1056.3333333333333,4.57763671875e-05,{'generic_cell': 3}
_x_7248_y_5042.jpg,9,1293.2222222222222,0.0001373291015625,{'generic_cell': 9}
_x_30788_y_9204.jpg,6,918.5,9.1552734375e-05,{'generic_cell': 6}
_x_5968_y_8114.jpg,3,1040.3333333333333,4.57763671875e-05,{'generic_cell': 3}
_x_7760_y_9650.jpg,6,629.1666666666666,9.1552734375e-05,{'generic_cell': 6}
_x_6736_y_5042.jpg,3,2932.3333333333335,4.57763671875e-05,{'generic_cell': 3}
_x_26948_y_11252.jpg,9,712.0,0.0001373291015625,{'generic_cell': 9}
_x_24900_y_6644.jpg,7,893.0,0.0001068115234375,{'generic_cell': 7}
_x_6992_y_8114.jpg,4,987.0,6.103515625e-05,{'generic_cell': 4}
_x_28996_y_11764.jpg,20,641.15,0.00030517578125,{'generic_cell': 20}
_x_26436_y_6644.jpg,4,536.25,6.103515625e-05,{'generic_cell': 4}
_x_14928_y_10418.jpg,21,602.3333333333334,0.0003204345703125,{'generic_cell': 21}
_x_1616_y_8626.jpg,3,540.6666666666666,4.57763671875e-05,{'generic_cell': 3}
_x_26180_y_12276.jpg,7,651.7142857142857,0.0001068115234375,{'generic_cell': 7}
_x_27460_y_6644.jpg,4,1981.5,6.103515625e-05,{'generic_cell': 4}
_x_6992_y_8882.jpg,12,1025.0833333333333,0.00018310546875,{'generic_cell': 12}
_x_4432_y_10162.jpg,4,907.5,6.103515625e-05,{'generic_cell': 4}
_x_8784_y_11186.jpg,19,699.8421052631579,0.0002899169921875,{'generic_cell': 19}
_x_9040_y_6322.jpg,11,794.8181818181819,0.0001678466796875,{'generic_cell': 11}
_x_8528_y_8626.jpg,1,996.0,1.52587890625e-05,{'generic_cell': 1}
_x_8784_y_9138.jpg,23,826.9130434782609,0.0003509521484375,{'generic_cell': 23}
_x_30020_y_9716.jpg,8,950.375,0.0001220703125,{'generic_cell': 8}
_x_8016_y_6322.jpg,11,687.1818181818181,0.0001678466796875,{'generic_cell': 11}
_x_29252_y_8180.jpg,10,782.8,0.000152587890625,{'generic_cell': 10}
_x_27460_y_13044.jpg,14,974.7142857142857,0.000213623046875,{'generic_cell': 14}
_x_5456_y_6322.jpg,8,1094.875,0.0001220703125,{'generic_cell': 8}
_x_26948_y_8948.jpg,6,689.3333333333334,9.1552734375e-05,{'generic_cell': 6}
_x_13904_y_8882.jpg,3,2099.0,4.57763671875e-05,{'generic_cell': 3}
_x_26692_y_12532.jpg,16,1462.0,0.000244140625,{'generic_cell': 16}
_x_23876_y_8692.jpg,16,684.75,0.000244140625,{'generic_cell': 16}
_x_7504_y_8370.jpg,9,1373.111111111111,0.0001373291015625,{'generic_cell': 9}
_x_3920_y_9906.jpg,6,843.0,9.1552734375e-05,{'generic_cell': 6}
_x_6480_y_4786.jpg,8,1483.875,0.0001220703125,{'generic_cell': 8}
_x_4944_y_8626.jpg,4,944.5,6.103515625e-05,{'generic_cell': 4}
_x_11088_y_8370.jpg,9,699.8888888888889,0.0001373291015625,{'generic_cell': 9}
_x_1360_y_7858.jpg,7,1142.0,0.0001068115234375,{'generic_cell': 7}
_x_30020_y_9460.jpg,11,1162.6363636363637,0.0001678466796875,{'generic_cell': 11}
_x_29508_y_13556.jpg,12,490.1666666666667,0.00018310546875,{'generic_cell': 12}
_x_34884_y_12532.jpg,7,1062.4285714285713,0.0001068115234375,{'generic_cell': 7}
_x_7760_y_7090.jpg,9,1150.3333333333333,0.0001373291015625,{'generic_cell': 9}
_x_8272_y_7602.jpg,10,1104.2,0.000152587890625,{'generic_cell': 10}
_x_3664_y_6322.jpg,8,969.5,0.0001220703125,{'generic_cell': 8}
_x_29252_y_14068.jpg,11,622.7272727272727,0.0001678466796875,{'generic_cell': 11}
_x_27460_y_7412.jpg,8,810.875,0.0001220703125,{'generic_cell': 8}
_x_6736_y_7090.jpg,6,802.5,9.1552734375e-05,{'generic_cell': 6}
_x_24900_y_7412.jpg,10,831.9,0.000152587890625,{'generic_cell': 10}
_x_12368_y_6834.jpg,5,869.4,7.62939453125e-05,{'generic_cell': 5}
_x_7248_y_7090.jpg,6,739.3333333333334,9.1552734375e-05,{'generic_cell': 6}
_x_6224_y_7858.jpg,14,652.4285714285714,0.000213623046875,{'generic_cell': 14}
_x_30020_y_12532.jpg,9,643.5555555555555,0.0001373291015625,{'generic_cell': 9}
_x_28996_y_8180.jpg,11,1149.2727272727273,0.0001678466796875,{'generic_cell': 11}
_x_5968_y_9394.jpg,4,583.25,6.103515625e-05,{'generic_cell': 4}
_x_6992_y_7346.jpg,8,639.375,0.0001220703125,{'generic_cell': 8}
_x_8016_y_11442.jpg,15,467.46666666666664,0.0002288818359375,{'generic_cell': 15}
_x_11088_y_9906.jpg,6,482.0,9.1552734375e-05,{'generic_cell': 6}
_x_2640_y_9650.jpg,6,841.6666666666666,9.1552734375e-05,{'generic_cell': 6}
_x_11088_y_11954.jpg,5,706.2,7.62939453125e-05,{'generic_cell': 5}
_x_3152_y_7858.jpg,5,581.8,7.62939453125e-05,{'generic_cell': 5}
_x_5968_y_7346.jpg,8,1077.0,0.0001220703125,{'generic_cell': 8}
_x_6992_y_9394.jpg,9,897.5555555555555,0.0001373291015625,{'generic_cell': 9}
_x_11600_y_10674.jpg,7,609.2857142857143,0.0001068115234375,{'generic_cell': 7}
_x_27460_y_12788.jpg,8,709.25,0.0001220703125,{'generic_cell': 8}
_x_22596_y_9460.jpg,6,1701.5,9.1552734375e-05,{'generic_cell': 6}
_x_5200_y_5810.jpg,0,0.0,0.0,{'generic_cell': 0}
_x_34372_y_12020.jpg,14,819.0714285714286,0.000213623046875,{'generic_cell': 14}
_x_4176_y_5554.jpg,6,1172.3333333333333,9.1552734375e-05,{'generic_cell': 6}
_x_23364_y_10740.jpg,13,798.9230769230769,0.0001983642578125,{'generic_cell': 13}
_x_9808_y_10674.jpg,6,806.1666666666666,9.1552734375e-05,{'generic_cell': 6}
_x_28996_y_14580.jpg,3,855.3333333333334,4.57763671875e-05,{'generic_cell': 3}
